
#     NAME                     P0                                     P1
                               (s)
-------------------------------------------------------------------------------------------------------
679   J1208-6238    cpw+16     0.440590723652          14  cpw+16     3.2695145E-12     10  cpw+16 
680   J1210-5226    zpst00     0.424130748816          12  gha13      2.224E-17         17  gha13 

681   J1210-5559    mld+96     0.279767868653           4  lbs+20     7.25322E-16        3  lbs+20 
682   J1210-6322    ccb+20     1.16318571439           18  ccb+20     9247E-18          12  ccb+20 
683   J1210-6550    hfs+04     4.2370102164            18  hfs+04     4.3E-16           11  hfs+04 
684   J1211-6324    kbm+03     0.433083926199          17  kbm+03     2.57E-16           8  kbm+03 
685   J1214-5830    kbm+03     0.90982270118            4  kbm+03     5.34E-17          15  kbm+03 

686   J1215-5328    ebvb01     0.63641413680            5  ebvb01     1.15E-16           4  ebvb01 
687   J1216-50      bbj+11     6.355                    9  bbj+11     *                  0  *
688   J1216-6223    mlc+01     0.3740530135813         20  psj+19     1.682357E-14      20  psj+19 
689   J1216-6410    fsk+04     0.003539375658423        3  lfl+06     1.62E-21          19  lfl+06 
690   J1220-6318    mlc+01     0.78921201205            8  mlc+01     8.0E-17           12  mlc+01 

691   J1221-0633    mss+20     0.0019345396955267       5  saa+23     5.268E-21          6  saa+23 
692   J1222-5738    kbm+03     1.0811635266            13  kbm+03     1.5E-16            5  kbm+03 
693   J1223-5856    ccb+20     0.28854142685            2  ccb+20     5.7E-18            8  ccb+20 
694   J1224-6208    mlc+01     0.58576120812            4  mlc+01     2.0196E-14        11  mlc+01 
695   B1221-63      kac+73     0.216479797870           3  psj+19     4.95328E-15        4  psj+19 

696   J1225-5556    mld+96     1.018452868182          15  dsb+98     2.06340E-15       15  dsb+98 
697   J1225-6035    kbm+03     0.626323941978          18  kbm+03     2.88E-16           8  kbm+03 
698   B1222-63      mlt+78     0.4196177915             3  nmc81      9.46E-16          15  nmc81 
699   J1226+0005    scb+19     2.28507617026            8  mbc+20     2.474E-15          2  mbc+20 
700   J1226-3223    bb10       6.1930040852             5  jcs+17     7.05E-15           1  jcs+17 

701   J1227-4853    rrb+15     0.001686375410273       12  rrb+15     1.11E-20          12  rrb+15 
702   J1227-6208    mic13      0.03452783464780         2  btb+15     18.74E-20          7  btb+15 
703   J1227-63      ncb+15     0.44457796               6  ncb+15     *                  0  *
704   J1231-1411    rrc+11     0.00368387876995989      5  saa+23     2.26243E-20        6  saa+23 
705   J1231-4609    jbo+09     0.87723907778            4  jbo+09     0.0380E-15        17  jbo+09 

706   J1231-5113    nie+20      0.206612                0  nie+20     1.17e-16           0  nie+20 
707   J1231-6303    kbm+03     1.35123639261            6  lbs+20     1.320E-16         15  lbs+20 
708   J1231-6511    nie+20      0.247525                0  nie+20     2.84e-14           0  nie+20 
709   J1232-4742    ebvb01     1.8729943770             2  jbo+09     0.014E-15          5  jbo+09 
710   J1232-6501    clm+01     0.0882819082341          4  clm+01     8.1E-19            3  clm+01 

711   J1233-6312    kbm+03     0.5647593892             4  kbm+03     6.92E-15          16  kbm+03 
712   J1233-6344    kbm+03     0.75689193363            7  kbm+03     3.878E-15         18  kbm+03 
713   J1234-3630    kmk+18     0.569242225079           8  kmk+18     0.866E-15          3  kmk+18 
714   B1232-55      mlt+78     0.63823381               1  nmc81      *                  0  *
715   J1235-6354    kbm+03     0.256777653406          12  kbm+03     1.97E-16           4  kbm+03 

716   J1236-0159    scb+19     3.5975735967             2  mbc+20     5.103E-15          2  mbc+20 
717   J1236-5033    ebvb01     0.294759771191           4  ebvb01     1.556E-16          4  ebvb01 
718   J1237-6725    kbm+03     2.11097411794           14  kbm+03     2.19E-15           4  kbm+03 
719   J1238+2152    rtj+96     1.11859068945            4  hlk+04     1.4456E-15         4  hlk+04 
720   B1237+25      lan69      1.3824491030388         10  hlk+04     9.60049E-16        3  hlk+04 

721   J1239+32      mss+20     0.0047                   0  mss+20     *                  0  *
722   J1239-48      brs+19     0.6539                   0  brs+19     *                  0  *
723   B1236-68      mlt+78     1.301922529969           4  lbs+20     1.188288E-14      14  lbs+20 
724   B1237-41      mlt+78     0.51224209318           11  nmc81      1.739E-15          7  nmc81 
725   J1242+39      ttol16     1.3100                   0  ttol16     *                  0  *

726   J1243+17      ttk+17     1.2165                   0  ttk+17     *                  0  *
727   J1243-5735    kbm+03     0.47122487769           16  kbm+03     8.0E-17            7  kbm+03 
728   B1240-64      lvw69a     0.3884851271101          4  jbv+19     4.49499E-15        4  jbv+19 
729   J1244-1812    sfj+20     3.4253237068             3  sfj+20     1.483E-15         12  sfj+20 
730   J1244-5053    ebvb01     0.275207111323           4  ebvb01     9.998E-16          4  ebvb01 

731   J1244-6359    ncb+15     0.14727431048            2  ncb+15     4.4E-18            8  ncb+15 
732   J1244-6531    kel+09     1.5468189400             3  kel+09     7.18E-15          10  kel+09 
733   J1245-6238    mlc+01     2.2830933508             3  mlc+01     1.092E-14          5  mlc+01 
734   J1246+2253    tdk+93     0.473870557518           4  bfrs18     8.8892E-17         9  bfrs18 
735   J1248-6344    kbm+03     0.198335136357           8  kbm+03     1.6918E-14         2  kbm+03 

736   J1248-6444    ncb+15     1.23489349389            3  ncb+15     1932E-18          16  ncb+15 
737   J1249-6507    kbm+03     0.43444487308            3  kbm+03     1.21E-17          14  kbm+03 
738   J1251-7407    bbb+12     0.32705773823            2  bbb+12     0.3651E-15         8  bbb+12 
739   J1252+53      gac+21     0.22010358290            8  gac+21     *                  0  *
740   J1252-6314    mlc+01     0.82333927128            6  mlc+01     1.1E-16            3  mlc+01 

741   J1253-5820    mld+96     0.2554963274098          7  dsb+98     2.09963E-15        2  dsb+98 
742   J1254-6150    kbm+03     0.184502203069           7  kbm+03     6.24E-16           3  kbm+03 
743   J1255-46      bcm+16     0.052                    0  bcm+16     *                  0  *
744   J1255-6131    kbm+03     0.65797363034            3  kbm+03     4.000E-15          7  kbm+03 
745   J1255-62      ncb+15     0.18291150816            3  ncb+15     *                  0  *

746   B1254-10      dtws85     0.6173076699955          8  hlk+04     3.62700E-16        7  hlk+04 
747   B1256-67      mlt+78     0.6633301152             3  lbs+20     8.5511E-16         5  lbs+20 
748   B1257+12      wol90a     0.00621853194840048      3  kw03       1.143341E-19       4  kw03 
749   J1300-6602    ccb+20     1.14331584211            4  ccb+20     335E-18            2  ccb+20 
750   J1301+0833    rap+12     0.0018437256263722       7  saa+23     1.0555E-20         7  saa+23 

751   J1301-6305    mlc+01     0.18452809509            6  mlc+01     2.66747E-13        3  mlc+01 
752   J1301-6310    kbm+03     0.66382964770            4  kbm+03     5.6433E-14         5  kbm+03 
753   J1302-3258    hrm+11     0.0037708530914204      18  saa+23     6.54E-21           3  saa+23 
754   J1302-63      nj98       0.32572433               1  nj98       *                  0  *
755   J1302-6313    kbm+03     0.9678462129             4  kbm+03     6.33E-15           8  kbm+03 

756   B1259-63      jlm+92     0.0477625075             4  sjm14      2.2787E-15        12  sjm14 
757   J1303+38      scb+19     0.3963                   0  scb+19     *                  0  *
758   J1303-6305    mlc+01     2.3066415539             4  mlc+01     2.18E-15          16  mlc+01 
759   J1304+12      aab+22     0.00418                  0  aab+22     *                  0  *
760   J1305-6203    mlc+01     0.427773663317          11  psj+19     3.215753E-14      19  psj+19 

761   J1305-6256    mlc+01     0.47823093284           12  mlc+01     2.11E-15           4  mlc+01 
762   B1302-64      mlt+78     0.571651789863           7  lbs+20     4.0317E-15         3  lbs+20 
763   J1305-66      kek+13     0.1972763                2  kek+13     *                  0  *
764   J1306-4035    kbj+18     0.00220453               2  kbj+18     *                  0  *
765   J1306-6242    kbm+03     0.98190211848            9  kbm+03     5.86E-15           3  kbm+03 

766   B1303-66      jlm+92     0.473027799896           5  lbs+20     5.9783E-15         3  lbs+20 
767   J1307-6318    mlc+01     4.9624272525            20  mlc+01     2.11E-14           4  mlc+01 
768   J1307-67      kkl+11     3.65120                  8  bbj+11     *                  0  *
769   J1308+2127    hhss02     10.31252206              2  kv05a      1.120E-13          3  kv05a 
770   J1308-23      mss+20     0.00283                  0  mss+20     *                  0  *

771   J1308-4650    jbo+09     1.05883304424            3  jbo+09     0.5259E-15        16  jbo+09 
772   J1308-5844    lfl+06     0.4646997488             7  lfl+06     8.639E-15          5  lfl+06 
773   J1309-6415    mlc+01     0.6194535568             3  mlc+01     8.79E-15          12  mlc+01 
774   J1309-6526    kbm+03     0.398292162785          20  kbm+03     1.84E-17          15  kbm+03 
775   B1309-12      dtws85     0.4475177112318          7  hlk+04     1.50859E-16        4  hlk+04 

776   J1311-3430    pgf+12     0.0025603710316720       3  pgf+12     2.0964E-20        14  pgf+12 
777   J1312+0051    san16      0.0042280189916604       2  san16      17.527E-21         3  san16 
778   B1310+18      kapw91     0.033163166              3  kapw91     *                  0  *
779   J1312+1810B   pqm+21     0.00624                  0  pqm+21     *                  0  *
780   J1312+1810C   pqm+21     0.01253                  0  pqm+21     *                  0  *

781   J1312+1810D   pqm+21     0.00607                  0  pqm+21     *                  0  *
782   B1309-53      mlt+78     0.72815439421            3  lbs+20     1.4660E-16        11  lbs+20 
783   B1309-55      mlt+78     0.8492425970             3  lbs+20     5.70487E-15        8  lbs+20 
784   J1312-6400    mlc+01     2.43743249609           11  mlc+01     6.8E-16            5  mlc+01 
785   J1313+0931    lzb+00     0.84893275073            2  lzb+00     8E-16              1  lzb+00 

786   J1314-6101    kbm+03     2.9483896038            15  kbm+03     1.17E-14           9  kbm+03 
787   J1316-6232    cmk01      0.34282539844            6  cmk01      5.297E-15          2  cmk01 
788   J1317-0157    mss+20     0.00291                  0  mss+20     *                  0  *
789   J1317-5759    mll+06     2.64219851320            5  mlk+09     12.560E-15         3  mlk+09 
790   J1317-6302    mlc+01     0.26127055606            3  mlc+01     1.02E-16           6  mlc+01 

791   B1316-60      jlm+92     0.284352671928           8  lbs+20     1.52720E-15        6  lbs+20 
792   J1319-6105    kbm+03     0.421118114249           6  kbm+03     1.5012E-15        11  kbm+03 
793   J1320-3512    mld+96     0.45848840672            7  dsb+98     1.9E-18            8  dsb+98 
794   B1317-53      mlt+78     0.2797376832822          8  jbv+19     9.24577E-15        8  jbv+19 
795   J1320+67      slr+14     1.028620                35  slr+14     *                  0  *

796   J1321-5922    kel+09     1.27905759523            7  kel+09     2.37E-15           3  kel+09 
797   B1322+83      dbtb82     0.670037418386           3  hlk+04     5.6630E-16         3  hlk+04 
798   J1322-62      kek+13     1.044851                 4  kek+13     *                  0  *
799   J1322-6241    mlc+01     0.50605841373            5  mlc+01     2.587E-15         18  mlc+01 
800   J1322-6329    kbm+03     2.7642094208             5  kbm+03     1.108E-14         10  kbm+03 

801   J1324-6146    kbm+03     0.8441085753             3  kbm+03     5.58E-15          14  kbm+03 
802   J1324-6302    kbm+03     2.48380369300           10  kbm+03     9.79E-16           9  kbm+03 
803   J1325-6253    sbs+22     0.02896859323602         4  sbs+22     *                  0  *
804   J1326+33      ttm18      0.0415                   0  ttm18      *                  0  *
805   J1326-4728A   djk+20     0.00410878619219         6  djk+20     2.7E-20            4  djk+20 

806   J1326-4728B   djk+20     0.00479186916127        12  djk+20     2.8E-20           10  djk+20 
807   J1326-4728C   djk+20     0.006867860069          10  djk+20     *                  0  *
808   J1326-4728D   djk+20     0.0045788334643         15  djk+20     *                  0  *
809   J1326-4728E   djk+20     0.00420771704066         4  djk+20     *                  0  *
810   B1323-58      mlt+78     0.477993612757           5  jbv+19     3.24180E-15       19  jbv+19 

811   B1323-63      mlt+78     0.79267387666            6  lbs+20     3.090331E-15      13  lbs+20 
812   B1322-66      mlt+78     0.543015040685          18  jbv+19     5.3262E-15        12  jbv+19 
813   J1327-0755    blr+13     0.00267792323878083      8  saa+23     1.8048E-21         6  saa+23 
814   B1323-62      kac+73     0.529929186747           9  jbv+19     1.87920E-14        3  jbv+19 
815   B1323-627     jlm+92     0.1964799448668         16  lbs+20     1.529941E-15       4  lbs+20 

816   J1327-6400    mlc+01     0.280677974168          13  mlc+01     3.1177E-14         4  mlc+01 
817   B1325-43      mlt+78     0.53269880337           13  nmc81      3.014E-15          6  nmc81 
818   B1325-49      mlt+78     1.4787213559             4  nmc81      6.1E-16            2  nmc81 
819   J1329+13      ttm+18     *                        0  *          *                  0  *
820   J1329-6158    kbm+03     1.5652179638             8  kbm+03     3.39E-14           3  kbm+03 

821   J1331-5245    kjv+10     0.6481166471             2  bbb+12     0.510E-15          9  bbb+12 
822   J1332-03      kkl+15     1.10640                  5  kkl+15     *                  0  *
823   J1332-3032    lml+98     0.650434490647          17  hlk+04     5.603E-16          4  hlk+04 
824   J1333-4449    jbo+09     0.345602948594           3  jbo+09     0.00054E-15       19  jbo+09 
825   J1334+10      scb+19     0.9111                   0  scb+19     *                  0  *

826   J1334-5839    mld+96     0.1077182159234          2  dsb+98     2.1596E-17         4  dsb+98 
827   J1335-3642    mld+96     0.399192                 3  mld+96     *                  0  *
828   J1335-5656    nie+20      0.003238                0  nie+20     1.21e-20           0  nie+20 
829   J1336-2522    kmk+18     0.478145482800           6  kmk+18     0.3306E-15         5  kmk+18 
830   J1336+33      ttm+18     3.0130                   0  ttm18      *                  0  *

831   J1337-4441    kbj+18     1.25751149260            4  sfj+20     3.031E-16          5  sfj+20 
832   J1337-6306    hfs+04     0.207953012189           4  hfs+04     3.558E-16          3  hfs+04 
833   J1337-6423    kjb+12     0.009423406717798       17  nbb+14     2.469E-20         18  nbb+14 
834   B1334-61      jlm+92     1.23900057924            4  lbs+20     1.37911E-14       10  lbs+20 
835   J1339-4712    jbo+09     0.1370546579332          4  jbo+09     0.00053E-15        2  jbo+09 

836   J1339-6618    kbm+03     0.55817922185            5  kbm+03     3.5E-16            3  kbm+03 
837   B1336-64      mlt+78     0.37862206628            4  nmc81      5.0512E-15        16  nmc81 
838   J1341-6023    mlc+01     0.627285365870          16  mlc+01     1.9461E-14         8  mlc+01 
839   B1338-62      mdt85      0.193339746306          19  wmp+00     2.53107E-13        3  wmp+00 
840   J1342+2822A   hrs+07     0.00254473838            4  pqm+21     *                  0  *

841   J1342+2822B   hrs+07     0.002389420757786        1  hrs+07     1.858E-20          4  hrs+07 
842   J1342+2822C   hrs+07     0.002166                 1  hrs+07     *                  0  *
843   J1342+2822D   hrs+07     0.00544297516            6  hrs+07     *                  0  *
844   J1342+2822E   pqm+21     0.00547                  0  pqm+21     *                  0  *
845   J1342+2822F   pqm+21     0.0044                   0  pqm+21     *                  0  *

846   J1343+6634    mhl+18     1.39410378554            1  mbc+20     1.0882E-15         7  mbc+20 
847   J1344-5855    ccb+20     0.252397929468           5  ccb+20     2914.5E-18        17  ccb+20 
848   J1344-6059    kbm+03     0.54010232140            6  kbm+03     4.3E-17            4  kbm+03 
849   J1345-6115    mlc+01     1.25308459010           18  mlc+01     3.25E-15           8  mlc+01 
850   J1346-4918    bbb+12     0.2996251068             2  bbb+12     0.035E-15          3  bbb+12 

851   J1347-5947    mlc+01     0.609961754304          15  mlc+01     1.4160E-14         7  mlc+01 
852   J1348-6307    mlc+01     0.9277722389             3  mlc+01     3.79E-15           7  mlc+01 
853   J1349-6130    mlc+01     0.259364764102          13  psj+19     5.11709E-15        3  psj+19 
854   J1349-63      ncb+15     0.3730340                1  ncb+15     *                  0  *
855   J1350-5115    lml+98     0.295699706346           7  lbs+20     7.57513E-16       18  lbs+20 

856   J1350-6225    cwp+17     0.1381577782128         12  cwp+17     8.88351E-15        4  cwp+17 
857   J1352-6803    ebvb01     0.628902546380          16  ebvb01     1.234E-15          3  ebvb01 
858   J1354+2454    mss+20     6.27                     0  mss+20     *                  0  *
859   J1354-6249    kbm+03     2.951938334              3  kbm+03     1.48E-14          11  kbm+03 
860   B1352-51      mlt+78     0.644304508167          13  lbs+20     2.81191E-15        5  lbs+20 

861   J1355-5747    lfl+06     2.0386738254             4  lfl+06     7.1E-16            9  lfl+06 
862   J1355-5925    kbm+03     1.21338122674            5  kbm+03     5.986E-15         11  kbm+03 
863   J1355-6206    kbm+03     0.276603043150          10  kbm+03     3.1E-18            6  kbm+03 
864   J1356-5521    mld+96     0.507379566696           6  dsb+98     7.2350E-16        10  dsb+98 
865   J1357-2530    mld+96     0.912971                 1  dsb+98     *                  0  *

866   B1353-62      kac+73     0.455761                 1  jlm+92     *                  0  *
867   J1357-6429    lfl+06     0.166108327507          14  lfl+06     3.601843E-13      14  lfl+06 
868   J1358-6025    nie+20      0.060533                0  nie+20     3.02e-15           0  nie+20 
869   B1356-60      mlt+78     0.1275084662167          4  jbv+19     6.330280E-15      12  jbv+19 
870   J1400-1431    rsm+13     0.00308423326039194      8  skm+17     7.2333E-21        15  skm+17 

871   J1400+21      ttm18      *                        0  *          *                  0  *
872   J1400-6325    rmg+10     0.0311816011             3  rmg+10     3.890E-14          6  rmg+10 
873   B1358-63      mlt+78     0.84280532179            6  lbs+20     1.68254E-14        4  lbs+20 
874   J1402+1306    aab+22     0.005892408636028        5  saa+23     1.346E-20          3  saa+23 
875   B1359-51      vl70       1.380182295              4  lbs+20     5.413E-15          4  lbs+20 

876   J1403-0314    mbc+19     0.362634                 0  mbc+19     *                  0  *
877   J1403-6310    kbm+03     0.39917017693            5  kbm+03     9E-17              2  kbm+03 
878   J1403-7646    lml+98     1.3061978120             8  ebvb01     1.204E-15         16  ebvb01 
879   J1404+1159    cha03      2.65043929892            4  mbc+20     1.3768E-15         6  mbc+20 
880   J1405-4656    btb+15     0.00760220343251         1  btb+15     2.79E-20           4  btb+15 

881   J1405-5641    lfl+06     0.61757468514            4  lfl+06     1.198E-15         12  lfl+06 
882   J1406-4233    kbj+18     2.43679543159           18  sfj+20     6.81E-16           3  sfj+20 
883   J1406-5806    kbm+03     0.28834924425            5  kbm+03     6.11E-16          10  kbm+03 
884   J1406-6121    mlc+01     0.213074653776          14  mlc+01     5.4701E-14         3  mlc+01 
885   J1407-6048    mlc+01     0.49234420664            5  mlc+01     3.156E-15          8  mlc+01 

886   J1407-6153    mlc+01     0.7016149492             3  mlc+01     8.85E-15           7  mlc+01 
887   J1409-6953    bbb+12     0.5285907792             3  bbb+12     0.84E-15           1  bbb+12 
888   J1410-6132    ojk+08     0.0500519462             0  ojk+08     32E-15             0  ojk+08 
889   J1410-7404    eb01b      0.2787294436271         15  eb01b      6.74E-18           9  eb01b 
890   J1411+2551    msf+17     0.062452895517590        2  msf+17     9.56E-20          51  msf+17 

891   J1412-6111    mlc+01     0.52915639797            4  mlc+01     1.91E-15           3  mlc+01 
892   J1412-6145    mlc+01     0.31525843337           13  psj+19     9.9033E-14         4  psj+19 
893   J1412+7922    zhi+11     0.058199071070          18  bhe+19     3.29134E-15       30  bhe+19 
894   J1413-6141    kbm+03     0.28562462018           16  kbm+03     3.3344E-13        15  kbm+03 
895   J1413-6205    sdz+10     0.10974069969            3  sdz+10     2.7680E-14         4  sdz+10 

896   J1413-6222    mlc+01     0.29240770249            3  mlc+01     2.229E-15          6  mlc+01 
897   B1409-62      jlm+92     0.394945790784           2  jml+95     7.4343E-15         2  jml+95 
898   J1414-6802    ebvb01     4.6301880619             4  ebvb01     6.39E-15           7  ebvb01 
899   J1415-6621    ebvb01     0.39247897310            5  hfs+04     5.800E-16         10  hfs+04 
900   J1416-5033    bbb+12     0.794882546              2  bbb+12     0.12E-15           5  bbb+12 

901   J1416-6037    mlc+01     0.29558048193            3  mlc+01     4.280E-15         15  mlc+01 
902   J1417-4402    crr+16     0.0026642160             4  crr+16     *                  0  *
903   J1418-3921    mld+96     1.09680600340            2  dsb+98     8.892E-16          3  dsb+98 
904   J1418-5945    kbm+03     1.6725956812             3  kbm+03     2.71E-16          17  kbm+03 
905   J1418-6058    aaa+09c    0.110573011690          13  rkp+11     1.69394E-13       10  rkp+11 

906   B1417-54      mlt+78     0.935772204694          18  lbs+20     2.3218E-16         7  lbs+20 
907   J1420-5625    hfs+04     0.03411713084786        12  hfs+04     6.8E-20           17  hfs+04 
908   J1420-6048    dkm+01     0.06817987659            2  dkm+01     8.3167E-14         3  dkm+01 
909   J1421-4409    kbj+18     0.0063857288383424       1  sfj+20     1.2366E-20         7  sfj+20 
910   J1422-6138    pga+13     0.34096785164           12  pga+13     9.6836E-14        11  pga+13 

911   J1423-6953    ebvb01     0.333410710172           3  jbo+09     1.45130E-15        6  jbo+09 
912   J1424-5556    hfs+04     0.770374845874          18  hfs+04     7.80E-16           3  hfs+04 
913   J1424-56      kle+10     1.427                    0  kkl+11     *                  0  *
914   J1424-5822    kbm+03     0.36673618809           13  lbs+20     3.9356E-15         3  lbs+20 
915   J1424-6438    kbm+03     1.02350369913            9  kbm+03     2.4E-16            7  kbm+03 

916   J1425-5723    kbm+03     0.35326292024            8  kbm+03     2.2E-17            2  kbm+03 
917   J1425-5759    kbm+03     0.70786760576            4  kbm+03     7.42E-16          16  kbm+03 
918   J1425-6210    mlc+01     0.50173030987            8  mlc+01     4.8E-16            4  mlc+01 
919   J1426+52      scb+19     0.9958                   0  scb+19     *                  0  *
920   J1427-4158    jbo+09     0.586485556229          18  jbo+09     0.6212E-15         7  jbo+09 

921   B1424-55      mlt+78     0.570292409826           4  lbs+20     2.086574E-15      14  lbs+20 
922   J1429-5911    sdz+10     0.11584261008            3  sdz+10     3.0500E-14         3  sdz+10 
923   J1429-5935    mlc+01     0.76391483053            8  mlc+01     4.2751E-14         9  mlc+01 
924   J1430-5712    ccb+20     0.491518803580           9  ccb+20     46940.8E-18       16  ccb+20 
925   B1426-66      lvw68      0.7854433453623          7  jbv+19     2.77752E-15        5  jbv+19 

926   J1431-4715    btb+15     0.0020119534425332       9  btb+15     1.411E-20          3  btb+15 
927   J1431-5740    bbb+13     0.0041105439567658      12  bbb+13     6.42E-21          12  bbb+13 
928   J1431-6328    kdl+19     0.00277229565            2  kdl+19     *                  0  *
929   J1432-5032    kjv+10     2.0349894792             3  bbb+12     5.924E-15          8  bbb+12 
930   J1433+00      dsm+16     *                        0  *          *                  0  *

931   J1433-6038    kel+09     1.9544296353             5  kel+09     5.63E-15           4  kel+09 
932   J1434-5943    ccb+20     1.07212121207            3  ccb+20     29.6E-18          18  ccb+20 
933   J1434-6006    kbm+03     0.30636786268            4  kbm+03     3.020E-15         17  kbm+03 
934   J1434-6029    mlc+01     0.96334832315           16  mlc+01     1.03E-15           8  mlc+01 
935   J1434+7257    slr+14     0.04174114783993         3  slr+14     5.50E-19           1  slr+14 

936   J1435-5954    hfs+04     0.472996377203           9  lbs+20     1.54793E-15        3  lbs+20 
937   J1435-6100    clm+01     0.009347972210248        7  clm+01     2.45E-20           5  clm+01 
938   J1437-5959    cng+09     0.0616961234035          9  cng+09     8.5870E-15         5  cng+09 
939   J1437-6146    hfs+04     0.46761632345            7  hfs+04     6.3304E-15         9  hfs+04 
940   J1439-5501    fsk+04     0.028634888190455       12  lfl+06     1.418E-19         10  lfl+06 

941   J1439+7655    kkl+15     0.947903                 2  kkl+15     *                  0  *
942   B1436-63      mlt+78     0.459606723901           7  jbv+19     1.1208E-15         5  jbv+19 
943   J1441-6137    kbm+03     1.17584002290           10  kbm+03     3.6E-16            5  kbm+03 
944   J1443-5122    kjv+10     0.7320612647             5  bbb+12     0.338E-15          9  bbb+12 
945   J1444-5941    mlc+01     2.7602279448             6  mlc+01     8.2E-15            3  mlc+01 

946   J1444-6026    mll+06     4.7585755679             2  mlk+09     18.542E-15         8  mlk+09 
947   J1446-4701    kjb+12     0.002194695780881595    15  rsc+21     9.8075E-21         3  rsc+21 
948   J1447-5757    nie+20      0.158730                0  nie+20     1.17e-14           0  nie+20 
949   J1449-5846    kbm+03     0.463329577191          18  kbm+03     8.6E-17            9  kbm+03 
950   J1452-5851    mlc+01     0.3866429281059          3  psj+19     5.07021E-14        3  psj+19 

951   J1452-6036    kbm+03     0.1549921917383          5  jks21      1.45056E-15        5  jks21 
952   J1453+1902    lmcs07     0.00579230273884754     11  aab+21a    1.1656E-20         5  aab+21a 
953   B1449-64      lvw69a     0.179486804423           3  psj+19     2.74416E-15        5  psj+19 
954   J1454-5846    clm+01     0.04524877299803        11  clm+01     8.17E-19           9  clm+01 
955   J1455-3330    lnl+95     0.00798720480668373      3  aab+21a    2.43045E-20        4  aab+21a 

956   J1455-59      kek+13     0.1761912                2  kek+13     *                  0  *
957   J1456-48      bcm+16     0.53681                  0  bcm+16     *                  0  *
958   B1451-68      lvw68      0.2633769071818          5  jbv+19     9.895E-17          3  jbv+19 
959   B1454-51      mlt+78     1.74830750523            7  lbs+20     5.2972E-15         3  lbs+20 
960   J1457-5900    kbm+03     1.4986374368             4  kbm+03     3.66E-15           7  kbm+03 

961   J1457-5902    kbm+03     0.39073936418            5  kbm+03     1.2306E-14        14  kbm+03 
962   J1459-6053    aaa+09c    0.103150638274          11  rkp+11     2.52704E-14        6  rkp+11 
963   J1501-0046    lbr+13     0.4640368139284         82  lbr+13     2.391E-16         60  lbr+13 
964   J1501-5637    kbm+03     0.7829485661             3  kbm+03     1.7E-16            8  kbm+03 
965   J1502+28      ttm18      3.7840                   0  ttm18      *                  0  *

966   J1502+4653    ccl+21     1.75250806376            4  ccl+21     1.72E-16          10  ccl+21 
967   J1502-5653    hfs+04     0.535504397790           3  hfs+04     1.8286E-15         3  hfs+04 
968   J1502-5828    kbm+03     0.66810515091           14  kbm+03     3.640E-14          8  kbm+03 
969   J1502-6128    kbm+03     0.84210384000            3  kbm+03     1.348E-15          7  kbm+03 
970   J1502-6752    kjb+12     0.02674442376700         6  nbb+14     3.145E-19         14  nbb+14 

971   J1503+2111    clm+05     3.31400150122           12  clm+05     0.14E-15           2  clm+05 
972   J1504-5621    kbm+03     0.41298519981            3  kbm+03     5.529E-15         12  kbm+03 
973   J1504-5659    ccb+20     1.67237234272            3  ccb+20     1428E-18           3  ccb+20 
974   J1505-25      mss+20     0.999                    0  mss+20     *                  0  *
975   B1503-51      mlt+78     0.840738545              3  nmc81      6.37E-15          14  nmc81 

976   B1504-43      mlt+78     0.2867584998375          9  lbs+20     1.58435E-15        5  lbs+20 
977   J1507-5800    ccb+20     0.897254102404          11  ccb+20     260.3E-18          6  ccb+20 
978   B1503-66      mlt+78     0.355656301098          12  lbs+20     1.15191E-15        3  lbs+20 
979   B1508+55      htg+68     0.739681922904           4  hlk+04     4.99821E-15        4  hlk+04 
980   J1509-5850    kbm+03     0.088924862943           6  psj+19     9.16633E-15       13  psj+19 

981   J1509-6015    kbm+03     0.33903844870            4  kbm+03     2.121E-15         12  kbm+03 
982   B1507-44      mlt+78     0.9438712975            11  nmc81      6.1E-16            4  nmc81 
983   J1511-5414    kbm+03     0.200383946403           4  lbs+20     4.8474E-16         9  lbs+20 
984   J1511-5835    kbm+03     0.30151055002            4  kbm+03     3.44E-16          19  kbm+03 
985   J1512-5431    kbm+03     2.0405315742             3  kbm+03     1.92E-15           6  kbm+03 

986   B1508-57      jlm+92     0.128698573047           3  psj+19     6.852697E-15       4  psj+19 
987   J1513-2550    san16      0.0021190675651177       1  san16      21.61E-21          2  san16 
988   J1513-5739    mlc+01     0.97345803480            9  mlc+01     2.755E-14          4  mlc+01 
989   B1509-58      sh82       0.151581943393           5  psj+19     1.52868976E-12     7  psj+19 
990   J1513-5946    kle+10     1.046117156733           8  kkl+11     8.5284E-15         4  kkl+11 

991   J1513-6013    ccb+20     1.95873704232           12  ccb+20     1371E-18           8  ccb+20 
992   B1510-48      mlt+78     0.454840332571           7  lbs+20     9.26101E-16       19  lbs+20 
993   J1514-4946    kcj+12     0.0035893366796749       7  ckr+15     1.8646E-20        11  ckr+15 
994   J1514-5316    ccb+20     0.296279212139           4  ccb+20     1.6E-18            5  ccb+20 
995   J1514-5925    kbm+03     0.1487974678456         18  psj+19     2.8786E-15         4  psj+19 

