0	1400
1	1618
2	1376
3	1641
4	1353
5	1665
6	1328
7	1690
8	1301
9	1717
10	1272
11	1746
12	1239
13	1781
14	1202
15	1821
16	1158
17	1870
18	1104
19	1931
20	1035
21	2012
22	939
23	2125
24	792
25	2310
26	543
27	2678
28	0
29	5618
30	3721
31	23409
32	32766
33	10831
34	8108
35	174
36	2601
37	700
38	2161
39	972
40	1955
41	1124
42	1829
43	1223
44	1744
45	1295
46	1679
47	1350
48	1630
49	1396
50	1591
51	1436
52	1557
53	1469
54	1527
55	1499
56	1499
57	1524
58	1471
59	1548
60	1446
61	1571
62	1422
63	1594
